source_sheet,sku,model,category_slug,brand_slug,condition,quantityTotal,quantityAvailable,dailyPrice,weeklyPrice,monthlyPrice,purchasePrice,depositAmount,requiresDeposit,featured,isActive,requiresAssistant,budgetTier,warehouseLocation,barcode,tags,boxContents,bufferTime,bufferTimeUnit,featuredImageUrl,galleryImageUrls,videoUrl,name_ar,name_en,name_zh,description_ar,description_en,description_zh,shortDescription_ar,shortDescription_en,shortDescription_zh,longDescription_ar,longDescription_en,longDescription_zh,seoTitle_ar,seoTitle_en,seoTitle_zh,seoDescription_ar,seoDescription_en,seoDescription_zh,seoKeywords_ar,seoKeywords_en,seoKeywords_zh,specifications_notes
Battery,,swit V mount 220,,,,2,2,,,,,,,,,,,,100000004,,,0,hours,,,,,swit V mount 220,,,,,,,,,,,,,,,,,,,,
Battery,,Innox V mount 200,,,,1,1,,,,,,,,,,,,100000005,,,0,hours,,,,,Innox V mount 200,,,,,,,,,,,,,,,,,,,,
Battery,,Innox V mount 99,,,,5,5,,,,,,,,,,,,100000006,,,0,hours,,,,,Innox V mount 99,,,,,,,,,,,,,,,,,,,,
Battery,,Innox IN-F970,,,,3,3,,,,,,,,,,,,100000007,,,0,hours,,,,,بطارية إينوكس IN-F970 (بديل NP-F),Innox IN-F970 L-Series Battery,Innox IN-F970 L系列电池,بطل المهام الشاقة. توفر بطارية إينوكس نفس السعة والموثوقية التي تتوقعها من بطاريات L-Series الكبيرة، لتشغيل قرية الفيديو (Video Village) ومعداتك اللاسلكية بكفاءة عالية وبدون انقطاع في مواقع التصوير السعودية.,"The heavy-duty workhorse. The Innox provides the exact same massive capacity and reliability you expect from a large L-Series battery, keeping your Video Village and wireless gear running highly efficiently without interruption on Saudi sets.",重型主力。Innox 提供与大型 L 系列电池完全相同的巨大容量和可靠性，让您的视频村和无线设备在沙特片场高效且不间断地运行。,بطارية L-Series (NP-F970) من إنتاج Innox، سعة عالية وموثوقة جداً لتشغيل شاشات المخرجين، الإضاءات، وأجهزة الإرسال.,"Innox branded L-Series (NP-F970) battery, highly reliable high-capacity power for director's monitors, lights, and transmitters.",Innox 品牌 L 系列 (NP-F970) 电池，为导演监视器、灯光和发射器提供高度可靠的大容量电源。,تعتبر بطارية Innox IN-F970 بديلاً احترافياً عالي الجودة للبطاريات القياسية من سلسلة NP-F. لقد أثبتت جدارتها في الإنتاجات المستقلة والإعلانات في الرياض، حيث تقدم طاقة ثابتة بقوة 7.4 فولت وسعة ضخمة تكفي ليوم عمل طويل. سواء كنت تستخدمها لتشغيل شاشة SmallHD على كاميرا الجيمبال، أو لإضاءة مساحة صغيرة باستخدام ضوء LED محمول، فإن هذه البطارية هي الخيار الاقتصادي والعملي الذي يوفر طاقة لا يمكن الاستغناء عنها لأي فريق تصوير (Grip & Electric).,"The Innox IN-F970 is a high-quality, professional alternative to standard NP-F series batteries. It has proven its worth on indie productions and commercial sets in Riyadh, delivering stable 7.4V power and a massive capacity that lasts through a long working day. Whether you are using it to power a SmallHD monitor on a gimbal rig, or to light up a tight space using a portable LED panel, this battery is the practical, cost-effective choice providing indispensable power for any Grip & Electric or camera crew.",Innox IN-F970 是标准 NP-F 系列电池的高质量专业替代品。它在利雅得的独立制作和商业拍摄中证明了自己的价值，提供稳定的 7.4V 电源和足以支撑漫长工作日的海量容量。无论您是使用它为稳定器设备上的 SmallHD 监视器供电，还是使用便携式 LED 面板照亮狭窄的空间，这款电池都是实用且经济高效的选择，为任何场务和灯光或摄像团队提供不可或缺的动力。,استئجار بطارية إينوكس NP-F970 في الرياض,تأجير بطاريات L-Series السعودية,"Rent Innox IN-F970 Battery in Riyadh, KSA",L-Series Power Hire,在利雅得租赁 Innox IN-F970 电池,L 系列电源出租,,,
Battery,,Sony NP-F960,,,,5,5,,,,,,,,,,,,100000008,,,0,hours,,,,,بطارية سوني NP-F960 / F970 (L-Series),Sony NP-F960 / F970 L-Series Battery,索尼 NP-F960 / F970 L系列电池,شريان الحياة الخفي لموقع التصوير. من تشغيل شاشات المخرج إلى أجهزة البث اللاسلكي وإضاءات LED الصغيرة، هذه البطارية عالية السعة هي البطل الذي يحافظ على اتصال وعمل كل قطعة إلكترونية في الرياض.,"The hidden lifeblood of the film set. From powering director's monitors to wireless video transmitters and compact LED lights, this high-capacity workhorse is the hero that keeps every electronic accessory connected and running in Riyadh.",电影片场隐藏的生命线。从为导演监视器供电到无线视频发射器和紧凑型 LED 灯，这款高容量的主力是保持利雅得每一件电子配件连接和运行的英雄。,بطارية L-Series (NP-F) عالية السعة (حوالي 6300-7200 مللي أمبير)، الأداة القياسية لتشغيل الشاشات وأجهزة Teradek والمعدات الصغيرة.,"High-capacity L-Series (NP-F) battery (approx 6300-7200mAh), the absolute industry standard for powering monitors, Teradek TX/RX, and small gear.",高容量 L 系列 (NP-F) 电池（约 6300-7200mAh），为监视器、Teradek TX/RX 和小型设备供电的绝对行业标准。,إذا كان هناك معيار عالمي واحد لبطاريات الإكسسوارات في عالم السينما، فهو سلسلة Sony NP-F (L-Series). بطارية F960/F970 هي الإصدار الأكبر والأعلى سعة في هذه العائلة. يتم الاعتماد عليها بشكل كامل لتشغيل كل شيء في موقع التصوير في السعودية: شاشات Atomos، أجهزة Teradek اللاسلكية، إضاءات الكاميرا (On-camera LEDs)، وحتى بعض محركات الفوكس. بسعتها الهائلة، يمكنك تشغيل شاشة المخرج ليوم كامل دون الحاجة إلى تغييرها. استأجر مجموعة منها؛ فأنت دائماً بحاجة إلى المزيد.,"If there is one universal standard for accessory power in the cinema world, it is the Sony NP-F (L-Series). The F960/F970 is the largest, highest-capacity block in this family. It is absolutely relied upon to power almost everything on a set in KSA: Atomos monitors, Teradek wireless systems, on-camera LEDs, and even some follow focus systems. With its massive capacity, you can often run a director's monitor for an entire day on a single charge. Rent a stack of them; you will always need more than you think.",如果电影界有一个通用的配件电源标准，那就是索尼 NP-F（L 系列）。F960/F970 是该系列中最大、容量最高的电池块。它绝对可靠，足以为沙特阿拉伯片场上的几乎所有设备供电：Atomos 监视器、Teradek 无线系统、机载 LED，甚至一些跟焦系统。凭借其巨大的容量，您通常只需一次充电即可让导演监视器运行一整天。租一堆吧；你需要的总是比你想象的要多。,استئجار بطارية سوني NP-F970 في الرياض,تأجير بطاريات شاشات الكاميرا,"Rent Sony NP-F970 Battery in Riyadh, KSA",L-Series Monitor Power Hire,在利雅得租赁索尼 NP-F970 电池,L 系列监视器电池出租,,,
Battery,,Blue shape V mount 2 output,,,,1,1,,,,,,,,,,,,100000009,,,0,hours,,,,,Blue shape V mount 2 output,,,,,,,,,,,,,,,,,,,,
Battery,,Newell Dual Li-ion Charger,,,,1,1,,,,,,,,,,,,100000010,,,0,hours,,,,,شاحن نيويل المزدوج لبطاريات NP-F,Newell Dual Li-ion Charger (NP-F),Newell 双路锂电池充电器 (NP-F),أبقِ قرية الفيديو الخاصة بك تنبض بالحياة. شاحن مزدوج سريع لبطاريات L-Series مع شاشة LCD ذكية، يضمن لك معرفة وقت جاهزية بطاريات الشاشات والإضاءة للقطة التالية في موقع التصوير.,"Keep your video village alive. A fast, dual-channel charger for L-Series batteries featuring a smart LCD display, ensuring you know exactly when your monitor and light batteries are ready for the next take on set.",让您的视频村保持生机。一款用于 L 系列电池的快速双路充电器，配备智能 LCD 显示屏，确保您准确知道监视器和灯光电池何时准备好迎接片场的下一个镜头。,شاحن رقمي مزدوج لبطاريات NP-F (L-Series)، مزود بشاشة LCD لعرض مستوى الشحن بدقة.,"Digital dual-channel charger for NP-F (L-Series) batteries, equipped with an LCD screen for precise charge level monitoring.",用于 NP-F（L 系列）电池的数字双路充电器，配备 LCD 屏幕以精确监控充电水平。,لا تدع انقطاع طاقة الشاشات يوقف إنتاجك. يُعد شاحن Newell المزدوج حلاً مثالياً لفرق التصوير في السعودية الذين يعتمدون بكثافة على بطاريات NP-F لتشغيل أجهزة Teradek، وشاشات Atomos، وكشافات LED المحمولة. بفضل قدرته على شحن بطاريتين في وقت واحد وتوفير قراءة دقيقة للنسبة المئوية عبر شاشة LCD ساطعة، يمنح مساعد الكاميرا (2nd AC) السيطرة التامة على إدارة طاقة الإكسسوارات طوال يوم التصوير الطويل في الرياض.,"Do not let dead monitors stall your production. The Newell Dual Charger is the ideal solution for camera crews in KSA who heavily rely on NP-F batteries to power Teradek transmitters, Atomos monitors, and portable LED panels. With the ability to charge two high-capacity batteries simultaneously and provide an exact percentage readout via its bright LCD screen, it gives the 2nd AC total control over accessory power management throughout a grueling shoot day in Riyadh.",不要让没电的监视器拖延您的制作。对于严重依赖 NP-F 电池为 Teradek 发射器、Atomos 监视器和便携式 LED 面板供电的沙特阿拉伯摄像团队来说，Newell 双路充电器是理想的解决方案。它能够同时为两块高容量电池充电，并通过其明亮的 LCD 屏幕提供精确的百分比读数，让二助 (2nd AC) 在利雅得艰苦的拍摄日中完全控制配件的电源管理。,استئجار شاحن نيويل مزدوج بطاريات NP-F في الرياض,تأجير شواحن شاشات,"Rent Newell Dual NP-F Charger in Riyadh, KSA",L-Series Charger Hire,在利雅得租赁 Newell 双路 NP-F 充电器,L 系列充电器出租,,,
Battery,,Innox Dual Li-ion Charger,,,,1,1,,,,,,,,,,,,100000011,,,0,hours,,,,,شاحن إينوكس مزدوج لبطاريات V-Mount,Innox Dual V-Mount Charger,Innox 双路 V口充电器,الكفاءة العملية في موقع التصوير. شاحن مزدوج موثوق ومحمول، مصمم لإبقاء معداتك وإضاءتك تعمل بسلاسة. الخيار الاقتصادي والاحترافي الأمثل لفرق التصوير المستقلة في السعودية.,"Practical efficiency on set. A highly reliable, portable dual charger designed to keep your rigs and lighting running smoothly. The perfect professional and cost-effective choice for indie film crews in KSA.",片场上的实用效率。一款高度可靠的便携式双路充电器，旨在保持您的设备和灯光平稳运行。沙特独立电影摄制组完美的专业和经济高效的选择。,شاحن V-Mount مزدوج عملي، يشحن بطاريتين، يحتوي على مخرج طاقة DC (4-pin XLR)، ومؤشرات LED واضحة.,"Practical dual V-Mount charger, charges two batteries, features a DC power output (4-pin XLR), and clear LED indicators.",实用的双路 V 卡口充电器，可为两块电池充电，具有直流电源输出 (4 针 XLR) 和清晰的 LED 指示灯。,لا توجد رفاهية للانتظار في مواقع التصوير المستقلة وتصوير الفيديوهات الموسيقية في الرياض. يوفر شاحن Innox المزدوج حلاً موثوقاً وسريعاً لإعادة شحن بطاريات V-Mount التي تغذي الكاميرات وإضاءة LED (مثل Aputure أو Nanlite). بفضل تصميمه المدمج الذي يحتوي على مقبض مدمج، يسهل نقله من موقع إلى آخر. بالإضافة إلى ذلك، يتضمن مخرج XLR بـ 4 دبابيس، مما يسمح باستخدامه كمحول طاقة مباشر لتشغيل الكاميرا من الحائط عند التصوير الداخلي.,"There is no luxury of waiting on fast-paced indie sets and music video shoots in Riyadh. The Innox Dual Charger provides a reliable, rapid solution for reviving the V-Mount batteries that power your cameras and LED lighting (like Aputure or Nanlite fixtures). With a compact design featuring an integrated handle, it is effortlessly transported from location to location. Additionally, it includes a 4-pin XLR output, allowing it to be used as a direct AC-to-DC power adapter to run your camera straight from the wall during studio shoots.",在利雅得快节奏的独立片场和音乐视频拍摄中，没有时间可以浪费。Innox 双路充电器提供了一种可靠、快速的解决方案，用于为您的摄像机和 LED 照明（如 Aputure 或 Nanlite 灯具）供电的 V 卡口电池充电。紧凑的设计带有集成手柄，可轻松地从一个地点转移到另一个地点。此外，它还包括一个 4 针 XLR 输出，允许它用作直接的 AC-DC 电源适配器，在演播室拍摄期间直接通过墙壁插座为您的相机供电。,استئجار شاحن إينوكس مزدوج في الرياض,تأجير شواحن V-Mount السعودية,"Rent Innox Dual V-Mount Charger in Riyadh, KSA",Camera Battery Charger Hire,在利雅得租赁 Innox 双路 V口充电器,相机电池充电器出租,,,
Battery,,Blushape Dual Li-ion Charger,,,,1,1,,,,,,,,,,,,100000012,,,0,hours,,,,,Blushape Dual Li-ion Charger,,,,,,,,,,,,,,,,,,,,
Battery,,Sony BC-QZ1 Charger,,,,3,3,,,,,,,,,,,,100000013,,,0,hours,,,,,شاحن بطاريات سوني BC-QZ1 الأصلي,Sony BC-QZ1 Battery Charger,索尼 BC-QZ1 原装电池充电器,سرعة وأمان من الشركة الأم. الشاحن السريع الرسمي لكاميرات سوني ألفا، يعيد شحن بطاريات NP-FZ100 بسرعة فائقة لضمان أن كاميرات FX3 و A7S III جاهزة دائماً لالتقاط اللحظات الحاسمة.,"Speed and safety from the source. The official fast-charger for your Sony Alpha cameras, rapidly bringing your NP-FZ100 batteries back to 100% to ensure your FX3 and A7S III are always ready to capture the crucial moment.",源自原厂的速度和安全性。索尼 Alpha 相机的官方快速充电器，可将您的 NP-FZ100 电池快速恢复至 100%，确保您的 FX3 和 A7S III 随时准备好捕捉关键时刻。,شاحن سوني الأصلي السريع المخصص لبطاريات NP-FZ100، يشحن البطارية بالكامل في حوالي 150 دقيقة.,"Official Sony fast-charger dedicated to NP-FZ100 batteries, fully charging a depleted battery in approximately 150 minutes.",专用于 NP-FZ100 电池的索尼原装快速充电器，在大约 150 分钟内将耗尽的电池充满。,لا تغامر باستخدام شواحن رخيصة قد تتلف بطاريات الكاميرا الخاصة بك. شاحن Sony BC-QZ1 هو القطعة الأصلية المرافقة لكاميرات سوني الاحترافية ذات الإطار الكامل في الرياض. يوفر شحناً سريعاً وآمناً لبطاريات FZ100، مع مؤشر LED بسيط يوضح حالة الشحن. تصميمه المدمج يجعله مثالياً للوضع في أي حقيبة كاميرا. استأجره كشاحن إضافي في مواقع التصوير لتضمن عدم توقف كاميرات A7R V أو FX3 عن تسجيل الفيديو عالي الدقة.,"Do not risk damaging your expensive camera batteries with cheap, unbranded chargers. The Sony BC-QZ1 is the original, official charger that accompanies professional full-frame Sony cameras in Riyadh. It delivers rapid, perfectly safe charging for FZ100 batteries, featuring a clear LED indicator to show charge status. Its slim, compact design makes it effortless to slip into any camera bag. Rent it as a dedicated backup on set to guarantee your A7R V or FX3 never stops rolling high-bitrate 4K.",不要冒险使用廉价、无品牌的充电器损坏您昂贵的相机电池。索尼 BC-QZ1 是在利雅得与专业全画幅索尼相机配套的原装官方充电器。它为 FZ100 电池提供快速、绝对安全的充电，并配有清晰的 LED 指示灯以显示充电状态。其纤薄、紧凑的设计使其可以毫不费力地放入任何相机包中。在片场将其作为专用备份租赁，以保证您的 A7R V 或 FX3 永远不会停止录制高比特率 4K 视频。,استئجار شاحن سوني الأصلي BC-QZ1 في الرياض,تأجير شاحن بطارية ألفا,"Rent Sony BC-QZ1 Charger in Riyadh, KSA",NP-FZ100 Fast Charger Hire,在利雅得租赁索尼 BC-QZ1 充电器,NP-FZ100 快速充电器出租,,,
Battery,,Sony NP-FZ100 Battery,,,,8,8,,,,,,,,,,,,100000014,,,0,hours,,,,,بطارية سوني NP-FZ100 الأصلية,Sony NP-FZ100 Z-Series Battery,索尼 NP-FZ100 原装 Z系列电池,القلب النابض لنظام سوني ألفا. بطارية Z-Series الأصلية ذات السعة العالية التي تضمن لك ساعات من تسجيل الفيديو بدقة 4K الخالي من العيوب لكاميرات A7S III و FX3. لا تساوم أبداً على الطاقة الأصلية.,"The beating heart of the Sony Alpha system. This official Z-series high-capacity battery ensures your A7S III and FX3 deliver hours of flawless 4K recording. Never compromise on original, reliable power on set.",索尼 Alpha 系统的跳动心脏。这款官方 Z 系列高容量电池可确保您的 A7S III 和 FX3 提供数小时完美无瑕的 4K 录制。在片场，永远不要在原装、可靠的电源上妥协。,"بطارية سوني الأصلية (InfoLITHIUM) سعة 2280 مللي أمبير، متوافقة مع أحدث كاميرات سوني (A7S III, FX3, A7R V).","Original Sony InfoLITHIUM battery, 2280mAh capacity, compatible with the latest Sony mirrorless bodies (A7S III, FX3, A7R V).",原装索尼 InfoLITHIUM 电池，容量为 2280mAh，兼容最新的索尼无反机身（A7S III、FX3、A7R V）。,إذا كنت تصور حفل زفاف طويل في الرياض أو فيلماً وثائقياً لا يمكن إعادة لقطاته، فيجب أن تعتمد على بطاريات سوني الأصلية. تتميز بطارية NP-FZ100 بسعة تبلغ 2280 مللي أمبير، وهي تقدم ضعف عمر الأجيال القديمة. بفضل تقنية InfoLITHIUM، تتواصل البطارية بذكاء مع الكاميرا لعرض النسبة المئوية الدقيقة المتبقية على الشاشة، مما يجنبك الانقطاع المفاجئ. استأجر بطاريات أصلية إضافية لكاميرات Sony FX3 و A7S III لضمان سير عمل خالٍ من التوتر.,"If you are shooting a lengthy wedding in Riyadh or a run-and-gun documentary where takes cannot be repeated, you must rely on original Sony batteries. The NP-FZ100 features a massive 2280mAh capacity, delivering roughly double the battery life of older generations. Utilizing InfoLITHIUM technology, it intelligently communicates with the camera brain to display the exact remaining percentage on your screen, saving you from sudden, disastrous shutdowns. Rent extra original batteries for your Sony FX3 and A7S III to guarantee a stress-free workflow.",如果您正在利雅得拍摄漫长的婚礼或不可重复拍摄镜头的游击战式纪录片，您必须依赖原装索尼电池。NP-FZ100 具有 2280mAh 的巨大容量，其电池寿命大约是老一代电池的两倍。利用 InfoLITHIUM 技术，它能智能地与相机大脑通信，以在您的屏幕上显示确切的剩余百分比，从而避免您遭遇突然的、灾难性的关机。为您的 Sony FX3 和 A7S III 租赁额外的原装电池，以保证无压力的工作流程。,استئجار بطارية سوني NP-FZ100 في الرياض,تأجير بطاريات كاميرا ألفا,"Rent Sony NP-FZ100 Battery in Riyadh, KSA",Official Alpha Battery Hire,在利雅得租赁索尼 NP-FZ100 电池,官方 Alpha 电池出租,,,
Battery,,Vemico NP-FZ100 Battery,,,,1,1,,,,,,,,,,,,100000015,,,0,hours,,,,,بطارية فيميكو NP-FZ100 (بديل سوني),Vemico NP-FZ100 Battery,Vemico NP-FZ100 电池 (索尼替代品),طاقة احتياطية موثوقة لا تخذل ميزانيتك. توفر بطارية فيميكو أداءً ممتازاً كبديل لبطاريات سوني الأصلية، مما يمنحك الطاقة الإضافية التي تحتاجها لتصوير مشاهد طويلة دون القلق من نفاد الشحن في الرياض.,"Reliable backup power that respects your budget. The Vemico battery delivers excellent performance as an alternative to original Sony batteries, giving you the extra juice needed to shoot long scenes in Riyadh without battery anxiety.",尊重您预算的可靠备用电源。Vemico 电池作为原装索尼电池的替代品可提供出色的性能，为您提供在利雅得拍摄长场景所需的额外电量，而不会产生电池焦虑。,بطارية بديلة عالية الجودة (NP-FZ100) لكاميرات سوني، سعة ممتازة، خيار اقتصادي ومثالي كطاقة احتياطية (Backup).,"High-quality third-party NP-FZ100 battery for Sony cameras, excellent capacity, the ideal cost-effective backup power choice.",适用于索尼相机的高质量第三方 NP-FZ100 电池，容量出色，是理想的高性价比备用电源选择。,في أيام التصوير المكثفة التي تستمر لـ 12 ساعة، تحتاج إلى الكثير من البطاريات المشحونة الجاهزة للاستخدام. تُعد بطاريات Vemico NP-FZ100 خياراً ذكياً واقتصادياً لزيادة مخزون الطاقة لديك. لقد صُممت لتتوافق تماماً مع كاميرات سوني الحديثة وتوفر سعة قريبة جداً من البطارية الأصلية. إنها ممتازة للاستخدام في مقابض البطارية المزدوجة (Battery Grips) أو لتشغيل الكاميرا ككاميرا ثانوية (B-Cam) أثناء المقابلات الطويلة. استأجرها كخط دفاعك الثاني لضمان عدم توقف الكاميرا عن الدوران.,"On grueling 12-hour shoot days, you need a massive pile of freshly charged batteries ready to go. The Vemico NP-FZ100 batteries are a smart, highly cost-effective way to bulk up your power reserves. They are designed for full compatibility with modern Sony mirrorless bodies and provide a capacity very close to the OEM standard. They are absolutely excellent for running inside dual battery grips or powering your B-Cam during lengthy documentary interviews. Rent them as your reliable second line of defense to ensure the camera never stops rolling.",在艰苦的 12 小时拍摄日里，您需要一大堆刚充满电的电池随时待命。Vemico NP-FZ100 电池是增加电力储备的智能且极具成本效益的方式。它们专为与现代索尼无反机身完全兼容而设计，并提供非常接近 OEM 标准的容量。它们绝对非常适合在双电池手柄内运行，或在漫长的纪录片采访中为您的辅机 (B-Cam) 供电。租赁它们作为您可靠的第二道防线，确保摄像机永不停机。,استئجار بطارية فيميكو لكاميرا سوني في الرياض,تأجير بطارية احتياطية A7S3,"Rent Vemico NP-FZ100 Battery in Riyadh, KSA",Sony Backup Battery Hire,在利雅得租赁 Vemico NP-FZ100 电池,索尼备用电池出租,,,
Battery,,Dual Channel Li-ion digital Charger,,,,1,1,,,,,,,,,,,,100000016,,,0,hours,,,,,شاحن رقمي مزدوج لبطاريات FZ100,Dual Channel Digital Charger (NP-FZ100),双路数字充电器 (NP-FZ100),ضاعف كفاءة الشحن لتوفير وقت الإنتاج. شاحن بفتحتين مخصص لبطاريات سوني ألفا، مزود بشاشة LCD واضحة، يعيد شحن بطارياتك الاحتياطية بسرعة لتظل مستعداً دائماً لأطول أيام التصوير في السعودية.,"Double your charging efficiency to save production time. A dual-slot charger for Sony Alpha batteries featuring a bright LCD screen, rapidly reviving your backups so you are always ready for the longest shoot days in KSA.",充电效率翻倍，节省制作时间。一款用于索尼 Alpha 电池的双槽充电器，配有明亮的 LCD 屏幕，可快速唤醒您的备用电池，让您始终为沙特最漫长的拍摄日做好准备。,شاحن رقمي يشحن بطاريتين FZ100 في وقت واحد، يتميز بشاشة LCD ذكية تعرض حالة الشحن الدقيقة، ويدعم الشحن عبر USB.,"Digital charger that charges two FZ100 batteries simultaneously, featuring a smart LCD displaying exact charge status, supports USB power.",数字充电器，可同时为两块 FZ100 电池充电，配有显示准确充电状态的智能 LCD，支持 USB 供电。,عندما تستخدم كاميرا Sony A7S III لتصوير فيديو 4K طوال اليوم، ستستهلك البطاريات بسرعة. لتجنب عنق الزجاجة في إعادة الشحن، تحتاج إلى شاحن مزدوج. يتيح لك هذا الشاحن الرقمي وضع بطاريتين NP-FZ100 (سواء أصلية أو من شركة أخرى مثل Vemico) وشحنهما في وقت واحد. تمنحك شاشة LCD قراءة دقيقة لمستوى الشحن لتوزيع البطاريات بذكاء على الفريق. ولأنه يدعم مدخل USB، يمكنك توصيله بباور بانك أو شاحن سيارة للحصول على طاقة مستمرة أثناء التنقل بين مواقع التصوير في الرياض.,"When you are using a Sony A7S III to shoot 4K video all day, you will burn through batteries fast. To avoid a charging bottleneck, you absolutely need a dual charger. This digital hub allows you to drop in two NP-FZ100 batteries (whether OEM Sony or third-party like Vemico) and charge them simultaneously. The LCD screen gives you precise level readouts to smartly distribute power to your crew. Because it supports USB power input, you can hook it up to a heavy power bank or car charger to keep juice flowing while driving between locations in Riyadh.",当您整天使用索尼 A7S III 拍摄 4K 视频时，电池消耗会很快。为了避免充电瓶颈，您绝对需要一个双路充电器。这个数字充电中心允许您放入两块 NP-FZ100 电池（无论是索尼原装还是像 Vemico 这样的第三方电池）并同时充电。LCD 屏幕为您提供精确的电量读数，以便智能地为您的团队分配电源。因为它支持 USB 电源输入，所以您可以将它连接到大容量充电宝或车载充电器上，以便在利雅得的不同地点之间开车时保持电力供应。,استئجار شاحن رقمي مزدوج لبطاريات سوني في الرياض,تأجير شاحن A7S3,"Rent Dual Digital Charger for FZ100 in Riyadh, KSA",Sony Alpha Dual Charger Hire,在利雅得租赁双路数字充电器 (FZ100),索尼 Alpha 双路充电器出租,,,
Sound,,xlr to xlr,,,,4,4,,,,,,,,,,,,110000001,,,0,hours,,,,,كابل صوت احترافي XLR إلى XLR,Professional XLR to XLR Audio Cable,专业 XLR 转 XLR 音频线,الشريان النابض للصوت النقي. كابل متوازن وعالي الجودة، يرفض التداخلات الكهرومغناطيسية لضمان وصول صوت الممثلين والمؤثرات إلى المكسر الخاص بك في الرياض بنقاء لا تشوبه شائبة.,"The beating heart of pure audio. A high-quality balanced cable that rejects electromagnetic interference, ensuring your actors' dialogue and sound effects reach your mixer in Riyadh with flawless clarity.",纯净音频的跳动心脏。一根高质量的平衡线缆，可抑制电磁干扰，确保演员的对话和音效以完美无瑕的清晰度传达到您在利雅得的混音器。,كابل صوت قياسي (XLR Male to Female) متوفر بعدة أطوال، ينقل صوتاً متوازناً ويمنع التشويش لمسافات طويلة.,"Standard audio cable (XLR Male to Female) available in various lengths, transmitting balanced, noise-free audio over long runs.",标准音频线缆（XLR 公对母），有多种长度可选，可在长距离传输平衡、无噪音的音频。,لا يمكنك المساومة على جودة الكابلات في مواقع التصوير المليئة بترددات الراديو والهواتف. تم تصميم كابلات XLR الخاصة بنا من نحاس خالٍ من الأكسجين مع درع مضفر كثيف لعزل الصوت تماماً عن أي طنين أو تداخل (RF/EMI). سواء كنت توصل ميكروفون بوم (Boom Mic) بمسجل Zoom، أو تربط إخراج المكسر بكاميرا سينمائية، فإن هذه الكابلات تضمن نقلاً متوازناً يوفر أقصى نطاق ديناميكي (Dynamic Range) لأي إنتاج في السعودية.,"You cannot compromise on cable quality on a film set flooded with RF frequencies and cell phones. Our XLR cables are crafted from oxygen-free copper with dense braided shielding to completely isolate your audio from any hum or interference (RF/EMI). Whether you are running a boom mic into a Zoom recorder or routing a mixer's output to a cinema camera, these cables guarantee a balanced transmission that preserves maximum dynamic range for any production in KSA.",在充满射频频率和手机的电影片场，您不能在电缆质量上妥协。我们的 XLR 线缆由无氧铜制成，具有密集的编织屏蔽层，可将您的音频与任何嗡嗡声或干扰 (RF/EMI) 完全隔离。无论您是将挑杆麦克风连接到 Zoom 录音机，还是将混音器的输出路由到电影机，这些线缆都能保证平衡的传输，从而为沙特阿拉伯的任何制作保留最大的动态范围。,استئجار كابلات صوت XLR في الرياض,تأجير معدات تسجيل الصوت السعودية,"Rent XLR Audio Cables in Riyadh, KSA",Professional Sound Equipment Hire,在利雅得租赁 XLR 音频线,专业音响设备出租,,,
